INPUT:image	GOLDEN:result
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n40/20180320_114038_f_00003660_0.999911.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/GTSRB/3_24_n60/00004_00023.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/25159767.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/big_cities/3_24_n20/FILE150120-001932_000624_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_4/FILE180322-082701_FILE180322-082701_001417_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/disk9/3_24_n40/FILE170521-203034_FILE170521-203034_000060_0.999956.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/disk[8+11]/3_4/FILE170526-100554_FILE170526-100554_001178_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n40/FILE180415-141622_FILE180415-141622_000575_0.999997.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n20/G5P_0889_G5P_0889_002484_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/GTSRB/3_24_n100/test_00624.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/share2/3_24_n40/20180517_170651_20180517_170651_001676_0.999998.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n40/FILE0012_f_00003680_0.999845.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/Moscow/3_24_n20/G5P_0429_14_467_[1.00].png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/Moscow/3_24_n20/G5P_0427_8_226_[0.92].png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n40/FILE0012 (2)_f_00000235_0.999908.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/msp/3_24_n20/11465_f_00000245_0.967385.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/36342710.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/roadly/dynamic_sign/24769901.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n40/20180417_125400_f_00003680_0.999956.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n40/FILE150104-044405_FILE150104-044405_001267_0.994496.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/GTSRB/3_24_n50/00006_00020.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_4/05170944_0009_f_00005915_0.999945.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/disk9/3_24_n40/FILE170601-102301_FILE170601-102301_000442_0.999804.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/altay/3_24_n50/FILE180611-175540_f_00001150_0.6715110540390015.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n40/FILE180710-115721_FILE180710-115721_000633_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n40/20180613_161348_f_00013170_0.970283.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/disk9/3_24_n5/FILE170524-161034_FILE170524-161034_000557_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n40/FILE180710-122422_FILE180710-122422_000999_0.999989.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/disk9/3_24_n40/G5P_0016_G5P_0016_001213_0.999975.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/disk9/3_24_n40/FILE170514-090212_FILE170514-090212_000599_0.999927.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/altay/3_24_n80/EMER180609-185431_f_00004770_0.8603635430335999.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n40/FILE180505-144029_FILE180505-144029_000622_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n40/FILE0008_f_00005455_0.999973.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/disk9/3_24_n40/FILE170514-093712_FILE170514-093712_000101_0.999999.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/disk9/3_24_n60/FILE170523-201334_FILE170523-201334_000666_0.999311.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/disk9/3_24_n50/FILE170523-132424_FILE170523-132424_001054_0.977177.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n20/FILE0004_f_00008090_0.999784.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/34469993.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/msp/3_24_n5/1624_f_00000510_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/28018170.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/Moscow/3_24_n20/G5P_0432_2_299_[0.95].png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/Moscow/3_24_n40/G5P_0429_14_285_[0.94].png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/share1/4_4_1/FILE180608-155836_f_00005935_0.966933.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/Moscow/3_24_n40/G5P_0381_4_450_[1.00].png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/Moscow/3_24_n20/G5P_0245_1_325_[1.00].png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n20/G5P_0257_f_00003380_0.999799.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n20/G5P_0385_f_00003820_0.999983.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/disk9/3_24_n40/FILE170430-133113_FILE170430-133113_000207_0.999991.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/share2/3_24_n40/20171208_115503_20171208_115503_000485_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n40/FILE180712-104502_FILE180712-104502_001068_0.999893.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/16730824.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/big_cities/3_25_n20/FILE150121-044301_000484_0.9999998807907104.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n20/FILE180712-171104_FILE180712-171104_000214_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/fiji/3_4/FILE190815-112727F_3d4d35f2-6074-41df-bbcf-3c26dbc6b991_dfe93c3f-fc35-4d20-a0ce-ad12778ad8c3.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/roadly/dynamic_sign/24848975.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n40/FILE0021_f_00004165_0.99993.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/roadly_tmp/3_24_n60_tmp/13176959_2_61_60_181_180.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/msp/3_24_n5/16398_f_00000050_0.999996.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/27049538.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/share2/3_24_n40/G5P_1448_G5P_1448_001722_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/disk[8+11]/3_24_n50/FILE170501-190417_FILE170501-190417_001689_0.999807.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n20/20180620_110048_20180620_110048_000968_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/Moscow/3_24_n20/G5P_0362_15_169_[0.99].png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n40/5_f_00000445_0.999839.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/disk9/3_24_n30/FILE170519-174944_FILE170519-174944_000003_0.999926.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/Moscow/3_24_n20/G5P_0365_7_126_[1.00].png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/20906946.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/fiji/3_4/FILE200428-121753F_a26861cc-8b65-4b9e-a1be-8795df236666_FILE200428-121753F_a26861cc-8b65-4b9e-a1be-8795df236666_000223_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/GTSRB/3_24_n50/00061_00025.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/roadly/dynamic_sign/16036831.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/Novokuznetsk/3_24_n20/20180312_101825_8_303_[1.00].png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/15231637.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/7392493.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/30800118.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/disk9/3_24_n30/FILE170514-154758_FILE170514-154758_000206_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/share2/3_24_n40/20180608_091518_20180608_091518_000519_0.999494.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/Moscow/3_24_n20/G5P_0434_15_199_[1.00].png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/roadly/dynamic_sign/24905015.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/altay/3_24_n40/EMER180609-182431_f_00005175_0.8641390204429626.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/GTSRB/3_24_n80/00016_00025.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n20/FILE180608-174557_f_00002195_0.999941.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/msp/3_24_n20/13457_f_00000100_0.999999.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/disk9/3_25_n50/G5P_0025_G5P_0025_002011_0.967341.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/share2/3_24_n40/20180623_072222_20180623_072222_001125_0.999923.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/big_cities/3_24_n20/FILE150120-015536_001486_0.9999995231628418.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n40/FILE180403-104504_FILE180403-104504_000123_0.762829.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n30/FILE180710-102139_FILE180710-102139_001012_0.999999.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/msp/3_24_n5/20170429_152537_f_00002250_0.999994.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/disk[8+11]/3_24_n5/FILE170531-131601_FILE170531-131601_001684_0.999783.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n20/FILE180307-084313_f_00001575_0.999918.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/share2/3_24_n40/20180627_125554_20180627_125554_000032_0.999999.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/disk9/3_24_n20/FILE170520-154903_FILE170520-154903_000429_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_4/FILE180711-101223_FILE180711-101223_001049_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_4/20180604_155001_f_00001250_0.99997.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/share2/3_24_n40/20170810_061915_20170810_061915_000185_0.999996.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/big_cities/3_24_n20/FILE150125-040650_001169_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/Moscow/3_24_n20/G5P_0388_5_276_[1.00].png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/big_cities/3_24_n20/20180912_114324_000354_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/share2/3_24_n40/06051411_0026_06051411_0026_003173_0.999999.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n40/FILE180709-151629_FILE180709-151629_000690_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n40/FILE180710-123321_FILE180710-123321_001038_0.999999.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n40/FILE0022_f_00004195_0.999956.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/Novokuznetsk/3_24_n40/20180312_100824_18_241_[0.74].png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n40/20180415_081003_f_00006325_0.999946.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n5/FILE180513-161828_FILE180513-161828_000299_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_4/FILE180711-102423_FILE180711-102423_000656_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/roadly/dynamic_sign/28988795.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/34250751.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/big_cities/3_24_n5/FILE150111-064030_001276_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/roadly/dynamic_sign/16999968.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/disk[8+11]/3_24_n5/FILE170511-145702_FILE170511-145702_001510_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n40/FILE180626-160431_f_00001280_0.998005.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n20/FILE0015_f_00001200_0.999641.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/disk[8+11]/3_24_n50/FILE170430-194457_FILE170430-194457_000628_0.999991.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n50/FILE0008_f_00006950_0.998326.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/fiji/3_25_n40/FILE200212-165009F_07a3cff7-59f3-4512-be03-f089d5c8011d_001842_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/Moscow/3_24_n40/G5P_0407_10_89_[1.00].png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/disk[8+11]/3_24_n60/FILE170526-105055_FILE170526-105055_001203_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n40/FILE0009_f_00001285_0.999938.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n50/20180322_144758_f_00005390_0.999879.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/13141967.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n30/FILE180711-133516_FILE180711-133516_000303_0.993621.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n40/FILE180505-141930_FILE180505-141930_001005_0.999995.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n5/FILE180307-070246_f_00000855_0.762447.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/3886929.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/share2/3_24_n40/20180710_162057_20180710_162057_000249_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly_tmp/3_24_n90_tmp/27278571_2_57_51_169_151.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/share1/3_24_n40/G5P_4334_f_00007650_0.997696.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/share1/3_24_n40/G5P_0228_f_00008640_0.999904.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n40/+FILE171006-155217_f_00001425_0.99991.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/share2/3_24_n40/20180531_101232_20180531_101232_001410_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/share2/3_24_n40/20180608_114744_20180608_114744_000673_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n20/FILE1253_f_00005050_0.999888.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/Moscow/3_24_n20/G5P_0428_11_452_[0.43].png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/disk9/3_24_n50/FILE170420-033841_FILE170420-033841_001735_0.999913.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/fiji/3_4/FILE190619-115600F_8d2b9f01-1320-45d9-ad6d-e5c9ec623725_e03f38cb-6abf-4eab-86d5-27fd1cd00cba.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n40/20180613_161348_f_00016490_0.999966.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n40/FILE180712-140746_FILE180712-140746_000102_0.999851.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/disk9/3_25_n70/FILE170518-172958_FILE170518-172958_001172_0.999596.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/big_cities/3_24_n20/FILE150120-045337_000761_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n20/G5P_0429_f_00006930_0.997442.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/big_cities/3_24_n50/G5P_0997_001401_0.9999697804450989.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n20/FILE0016_f_00006060_0.999956.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/30635035.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n40/FILE180626-155049_f_00004965_0.998096.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_4/20180228_103939_20180228_103939_000232_0.99992.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n40/FILE0010_f_00002425_0.999839.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/36161710.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n40/FILE180710-114822_FILE180710-114822_000550_0.999985.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_4/FILE150101-005504_FILE150101-005504_001325_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/29776590.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/disk[8+11]/3_24_n5/FILE170502-114422_FILE170502-114422_000576_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/23154224.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/25061456.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_4/G5P_8779_G5P_8779_001308_0.999999.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_25_n20/FILE180322-160105_FILE180322-160105_000116_0.922196.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n20/20180629_115559_f_00003120_0.998432.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n50/FILE0023_FILE0023_001370_0.999974.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/roadly/dynamic_sign/24632216.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/big_cities/3_24_n20/FILE150101-020619_000218_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/fiji/3_4/FILE190522-174609F_cdb9c4e2-21b0-43a9-970a-e1c3d563c98e_FILE190522-174609F_cdb9c4e2-21b0-43a9-970a-e1c3d563c98e_000692_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/disk9/3_24_n80/FILE170420-100114_FILE170420-100114_001013_0.999748.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/from_segm_fixed/3_24_n20/autosave13_04_2013_13_41_27_2_47240.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_25_n70/2018_0624_103303_731_f_00004160_0.960826.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/big_cities/3_24_n60/G5M_2707_000335_0.9999991059303284.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n60/G5P_0205_f_00006440_0.999962.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/disk9/3_24_n50/FILE170523-132926_FILE170523-132926_001466_0.999953.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/altay/3_24_n40/EMER180609-185931_f_00003435_0.9980010390281677.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_4/FILE150104-045905_FILE150104-045905_000604_0.99807.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n20/G5P_0388_f_00002245_0.999957.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share1/3_24_n20/G5P_4328_f_00007955_0.999702.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_24_n40/FILE180713-094050_FILE180713-094050_000404_0.999997_0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/val/roadly/dynamic_sign/13061774.jpg	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/msp/3_24_n5/4933_f_00000195_1.0.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/test/GTSRB/3_24_n80/test_04580.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/share2/3_4/FILE150104-024541_FILE150104-024541_001726_0.999945.png	bad
https://storage.ds.2gis.one/toloka_roadly_crop/honeypot_images/train/roadly/dynamic_sign/23011773.jpg	bad
